,descricao,estado,envelhecimento,alcool,marca,madeira,grupo,madeira,tipo,volume,preco
148,Não,Alagoas,Não,40% Vol.,Gogo da Ema,Não,Cachaça,Não,Não,750 ml,"R$54,90"
149,Cachaça Camisa 10 500ml,Minas Gerais,Não,42% Vol.,Morro Vermelho,Não,Cachaça,Não,Não,500 ml,"R$27,00"
150,Não,Rio Grande do Sul,2 anos,40% Vol.,Bel Vedere,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$48,00"
151,CACHAÇA CAIPIRINHA BEL VEDERE 700ML,Rio Grande do Sul,2 anos,21% Vol.,Bel Vedere,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$42,00"
152,CACHAÇA BEL VEDERE OURO 160ML,Rio Grande do Sul,2 anos,21% Vol.,Bel Vedere,Carvalho,Cachaça,Carvalho,Não,160 ml,"R$25,20"
153,Não,Minas Gerais,2 anos,42% Vol.,Caratinga,Garapa,Cachaça,Garapa,Não,700 ml,"R$74,42"
154,Não,Minas Gerais,2 anos,41% Vol.,Meia Lua,Bálsamo,Cachaça,Bálsamo,Não,670 ml,"R$29,90"
155,Não,Minas Gerais,Não envelhecida,41%,Meia Lua,Não,Cachaça,Não,Não,670 ml,"R$26,95"
156,"O envelhecimento se faz em tonéis que combinam duas madeiras: jequitibá rosa e jatobá, ambas madeiras tropicais que garantem harmonia plena com a cana de açúcar, gramínea tropical,sem falar da qualidade excepcional da água utilizada na engarrafadora, que brotando nos altos da própria fazenda desce por gravidade para o alambique.Resultado é um líquido precioso que resume pureza, simplicidade e rusticidade traduzindo elegância e sofisticação.",Minas Gerais,"2,5 anos",42% Vol.,Bento Velho,Jatobá e Jequitibá R,Cachaça,Jatobá e Jequitibá R,Não,670 ml,"R$41,90"
157,Não,Rio de Janeiro,Não,44% Vol.,Saudade Pura,Não,Cachaça,Não,Não,500 ml,"R$67,18"
158,Não,Rio Grande do Sul,3 anos,38%  Vol.,Harmonie Schnaps,Carvalho,Cachaça,Carvalho,Não,160 ml,"R$26,40"
159,Não,Rio Grande do Sul,Não,38%  Vol.,Harmonie Schnaps,Não,Cachaça,Não,Não,160 ml,"R$23,99"
160,Ivaldo - 13/11/2013,Minas Gerais,5 anos,40% Vol.,Mineiríssima,Carvalho,Cachaça,Carvalho,Não,275 ml,"R$19,90"
161,ivaldo - 13/11/2013,Minas Gerais,5 anos,40% Vol.,Mineiríssima,Carvalho,Cachaça,Carvalho,Não,160 ml,"R$22,32"
162,"A Cachaça Mineiríssima é fruto do sonho de se manter viva a tradição mineira na produção de cachaça. A cachaça Mineiríssima valoriza e acredita no potencial da terra, adicionamos toda tecnologia necessária para alcançar a qualidade total no processo de produção, obtemos uma leve e aromática cachaça de suave sabor e de baixíssima acidez.",Minas Gerais,3 anos,40% Vol.,Mineiríssima,Carvalho e Jequitibá,Cachaça,Carvalho e Jequitibá,Não,90 ml,"R$12,90"
163,Não,Rio Grande do Sul,4 anos,40% Vol.,Seiva Missioneira,Carvalho,Cachaça,Carvalho,Não,160 ml,"R$18,00"
164,Não,Rio Grande do Sul,Não,40% Vol.,Seiva Missioneira,Não,Cachaça,Não,Não,160 ml,"R$15,60"
165,Não,Rio Grande do Sul,Não,40% Vol.,Seiva Missioneira,Não,Cachaça,Não,Não,50 ml,"R$10,20"
166,Kit Seleta e Boazinha c/ copinho,Minas Gerais,Umburana e Balsámo,42%,Seleta,Não,Kit,Umburana e Bálsamo,Não,Não,"R$113,90"
167,"A cachaça ideal para os seus drinks do verão: O verão chegou com tudo e nada melhor pra se refrescar nesse calor que uma bebida bem gelada. Pode ser água, refrigerante, cerveja ou então um delicioso drink preparado com a mais nova cachaça do Vale Verde. A Vale Verde Prata deixa os drinks de verão ainda mais gostosos.",Minas Gerais,não há,40% Vol.,Vale Verde,armazenado em inox,Cachaça,Não,Não,700 ml,"R$41,90"
168,"Cachaça mineira, procedente da cidade de Tarumirim, armazenada em toneis de Amburana. Graduação Alcoolica: 45% vol.Ideal para o mix com limão e açúcar. Experimente também com outras frutas e aprecie o sabor do espírito tropical. Garrafas com rótulos em cores variadas.",Minas Gerais,não há,45% Vol.,Lenda Mineira,Não Passa,Cachaça,Não,Não,700 ml,"R$46,67"
169,Não,Minas Gerais,não informado,42% Vol.,Hanavilhana,"amburana, bálsamo e jequitibá",Cachaça,Umburana e Bálsamo,Não,1000 ml,"R$69,90"
170,"Primeiramente a MINEIRÍSSIMA de 700 descansa durante  12 meses, em Dornas de Jequitibá e depois é transferida para Tonéis de Carvalho Europeu, onde completa um ciclo de 36 meses. Nesse processo a Cachaça recebe ricas características de aroma, cor e paladar.",Minas Gerais,5 anos,40% Vol.,Mineiríssima,Carvalho,Cachaça,Carvalho,Não,700 ml,"
                    R$92,90                "
171,"Cachaça O Andante - Tradicional cachaça Artesanal Mineira. A Cachaça O Andante é uma ótima opção de presente. Confira!A cachaça O ANDANTE é uma cachaça dourada, envelhecida 2 anos em tonéis de carvalho e 1 ano em tonéis de amburana.Acompanha caixa, tag com rolha e 2 pop cards.Experimente a Cachaça João Andante. Excelente opção de presente. ""Aqueles que levam a vida sem nenhuma diversão é que vivem o eterno porre"".",Minas Gerais,3 anos,40% Vol.,O Andante,Carvalho/amburana,Cachaça,Carvalho/amburana,Não,670 ml,"R$66,95"
172,"A cachaça ideal para os seus drinks do verão: O verão chegou com tudo e nada melhor pra se refrescar nesse calor que uma bebida bem gelada. Pode ser água, refrigerante, cerveja ou então um delicioso drink preparado com a mais nova cachaça do Vale Verde. A Vale Verde Prata deixa os drinks de verão ainda mais gostosos.",Minas Gerais,Sem Envelhecimento,40% Vol.,Vale Verde,Não Envelhcida,Cachaça,Não Envelhcida,Não,50 ml,"R$9,95"
173,"O envelhecimento da Cachaça em tonel de CARVALHO proporciona a obtenção de umabebida de característica sensorial superior. Após 48 meses em tonel de carvalho, a bebidaapresenta aroma de madeira, doçura inicial e residual, aroma de baunilha, coloração amarela,gosto inicial e residual de madeira pronunciados.",Rio de Janeiro,3 anos,44% Vol.,Coqueiro,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$51,00"
174,"A cachaça ideal para os seus drinks do verão: O verão chegou com tudo e nada melhor pra se refrescar nesse calor que uma bebida bem gelada. Pode ser água, refrigerante, cerveja ou então um delicioso drink preparado com a mais nova cachaça do Vale Verde. A Vale Verde Prata deixa os drinks de verão ainda mais gostosos.",Minas Gerais,Sem envelhecimento,40% Vol.,Vale Verde,Não Envelhcida,Cachaça,Não Envelhcida,Não,160 ml,"R$13,00"
175,"A cachaça Velho Pescador é o carro chefe da produção da fazenda. A qualidade da cachaça é fruto do aprimoramento de todo o processo artesanal, desenvolvido por anos a fio, com envelhecimento da aguardente em barris de carvalho. Este processo está verdadeiramente no sangue italiano do proprietário da marca, Marcello Borsato, industrial que originalmente se dedicava ao ramo de destilaria de malt whisky.",Rio Grande do Sul,"1,5 anos",38%  Vol.,Weber Haus,Carvalho,Cachaça,Carvalho,Não,750 ml,"R$96,90"
176,KIT VALE VERDE 3 GARRAFAS,Não,Não,Não,Vale Verde,Não,Não,Não,Não,Não,"R$67,90"
177,KIT VALE VERDE 50 ML C/3 MINIATURAS,Não,Não,Não,Vale Verde,Não,Não,Não,Não,Não,"R$31,90"
178,Não,Rio Grande do Sul,Não,32%,Casa Bucco,Não,Não,Não,Não,500 ml,"R$142,90"
179,Licor RA de Cachaça 50ml,Minas Gerais,Não envelhecida,26%,Não,Não,Não,Não,Não,50 ml,"R$12,90"
180,Cachaça Taverna De Minas Carvalho 750ml,Minas Gerais,1 ano,39%,Taverna de Minas,Carvalho,Não,Carvalho,Não,750 ml,"R$53,90"
181,Não,Não,Não,Não,Lenda Mineira,Não,Não,Não,Não,Não,"R$79,90"
182,"O produtor da cachaça Havaninha é Osvaldo Mendes Santiago, filho do lendário Anísio Santiago (1912-2002), fundador e produtor das cachaças Havana & Anísio Santiago.Desde sua infância, na década de 1940, Osvaldo Santiago vivencia o mundo fantástico da produção de cachaça na fazenda Havana, zona rural de Salinas. Com o falecimento do pai em 2002 ficou responsável pela produção e comercialização das cachaças Havana & Anísio Santiago por onze anos entre 2003 e 2013. Atualmente é sócio-proprietário das cachaças Havana & Anísio Santiago. Buscando novos desafios, resolveu lançar marca própria, seguindo padrões de qualidade estabelecidos pelo pai Anísio Santiago, mantendo e perpetuando uma tradição familiar com modus operandi singular. Osvaldo diz que ""cachaça boa tem que deixar envelhecer, esperar o tempo dela, não ter ambição desmedida. Meu pai sempre dizia isso."" Assim, respeitando o tempo da mais genuína bebida brasileira, surge a cachaça Havaninha com método de produção artesanal em escala reduzida e envelhecimento por seis anos anos em dornas de madeira Bálsamo. A produção é realizada na fazenda Piragibe, região da Serra dos Bois, zona rural de Salinas.",Não,Não,Não,Não,Não,Não,Não,Não,Não,"R$118,95"
183,Cachaça Guaraciaba Ouro 350ml,Minas Gerais,Não,40%,Jequitibá,Não,Jequitibá,Guaraciaba,Não,350 ml,"R$14,90"
184,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,"R$87,90"
185,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,"R$62,95"
186,"Estojo Cachaca Velho Alambique Cenario 5 Anos 700ml. O malabarista nos representa neste novo produto, ele conta a história de duas famílias que através de muita habilidade e apreço pela cana construíram uma cachaçaria excepcional, hoje reconhecida internacionalmente. Este é o nosso espetáculo, a cachaça envelhecida durante cinco anos em barris com blend de três madeiras: carvalho, grápia e angico.",Rio Grande do Sul,5 Anos,39%,"carvalho, grápia e angico",Não,Não,Velho Alambique,Não,700 ml,"R$1.439,90"
187,"A Cachaça 1000 Montes Carvalho é uma cachaça mineira, da região de Faria Lemos. A mesma é armazenada em tonéis de carvalho durante um período de 7 anos.   Seus fabricantes estudaram muito para atingir um nível elevadíssimo de qualidade. Investiram em diversos cursos e em tecnologia para produzir a melhor cachaça do Brasil para tomar pura. Os sentidos agradecem, tanto olfato quanto paladar. Se você gosta de cachaça pra beber pura e chegou até aqui, não tenha receio. Adquire e experimente essa maravilha de cachaça.",Minas Gerais,7 Anos,40% Vol.,1000 Montes,Carvalho,Cachaça,Não,Não,500 ml,"R$63,90"
188,"A Cachaça 1000 Montes Amendoim é uma cachaça mineira, da região de Faria Lemos. A mesma é armazenada em tonéis de amendoim durante um período de 6 anos.   Seus fabricantes estudaram muito para atingir um nível elevadíssimo de qualidade. Investiram em diversos cursos e em tecnologia para produzir a melhor cachaça do Brasil para se fazer caipirinha e tomar pura. Os sentidos agradecem, tanto olfato quanto paladar. Se você gosta de cachaça branca pra beber pura ou fazer drinks e chegou até aqui, não tenha receio. Adquire e experimente essa maravilha de cachaça.",Minas Gerais,6 Anos,40% Vol.,1000 Montes,Amendoim,Cachaça,Não,Não,500 ml,"R$77,95"
189,"A Cachaça Chico Valim é produzida de forma artesanal na Fazenda Brejo Alegre, localizada em Oliveira, na região Sudeste, denominada Campo das Vertentes no Estado de Minas Gerais (MG). A Sede da Fazenda foi completamente restaurada e data do século XIX, época da escravatura no Brasil. O nome Chico Valim é uma homenagem do proprietário da Fazenda Brejo Alegre ao seu sogro e amigo Francisco Valim Neto, que nasceu em 1903 na Fazenda Bengala, em Varginha (MG). O Sô Chico, como era carinhosamente chamado por todos, era um profundo conhecedor e apreciador moderado da cachaça de qualidade e é figura saudosa nas rodas de uma boa prosa. A produção da Cachaça Chico Valim iniciou em julho de 2010 tendo envolvidos no seu processo profissionais especializados com distintas funções, a saber: corte da cana, operador de caldeira, mestre alambiqueiro, engenho e armazenagem. Contamos também com o acompanhamento de um Engenheiro Químico na análise periódica de toda a nossa produção. Além da cana-de-açúcar para a fabricação da Cachaça Chico Valim a Fazenda Brejo Alegre produz café de qualidade e envolve-se na criação de gado de corte da raça Nelore e cavalos Mangalarga Marchador. No futuro, com vistas à diversificação da nossa matéria-prima temos como objetivo a fabricação de outros derivados da cana-de-açúcar, como a rapadura e o açúcar mascavo. Conhecer a Fazenda Brejo Alegre é uma volta ao passado, com todos os sentimentos bons despertados em fazer parte da história do Brasil.",Minas Gerais,2 Anos,40% Vol.,Chico Valim,Carvalho,Cachaça,Carvalho,Não,750 ml,"R$66,00"
190,"A Cachaça Chico Valim é produzida de forma artesanal na Fazenda Brejo Alegre, localizada em Oliveira, na região Sudeste, denominada Campo das Vertentes no Estado de Minas Gerais (MG). A Sede da Fazenda foi completamente restaurada e data do século XIX, época da escravatura no Brasil. O nome Chico Valim é uma homenagem do proprietário da Fazenda Brejo Alegre ao seu sogro e amigo Francisco Valim Neto, que nasceu em 1903 na Fazenda Bengala, em Varginha (MG). O Sô Chico, como era carinhosamente chamado por todos, era um profundo conhecedor e apreciador moderado da cachaça de qualidade e é figura saudosa nas rodas de uma boa prosa. A produção da Cachaça Chico Valim iniciou em julho de 2010 tendo envolvidos no seu processo profissionais especializados com distintas funções, a saber: corte da cana, operador de caldeira, mestre alambiqueiro, engenho e armazenagem. Contamos também com o acompanhamento de um Engenheiro Químico na análise periódica de toda a nossa produção. Além da cana-de-açúcar para a fabricação da Cachaça Chico Valim a Fazenda Brejo Alegre produz café de qualidade e envolve-se na criação de gado de corte da raça Nelore e cavalos Mangalarga Marchador. No futuro, com vistas à diversificação da nossa matéria-prima temos como objetivo a fabricação de outros derivados da cana-de-açúcar, como a rapadura e o açúcar mascavo. Conhecer a Fazenda Brejo Alegre é uma volta ao passado, com todos os sentimentos bons despertados em fazer parte da história do Brasil.",Minas Gerais,1 Ano,40% Vol.,Chico Valim,Inox,Cachaça,Não,Não,750 ml,"R$54,00"
191,"A Cachaça Chico Valim é produzida de forma artesanal na Fazenda Brejo Alegre, localizada em Oliveira, na região Sudeste, denominada Campo das Vertentes no Estado de Minas Gerais (MG). A Sede da Fazenda foi completamente restaurada e data do século XIX, época da escravatura no Brasil. O nome Chico Valim é uma homenagem do proprietário da Fazenda Brejo Alegre ao seu sogro e amigo Francisco Valim Neto, que nasceu em 1903 na Fazenda Bengala, em Varginha (MG). O Sô Chico, como era carinhosamente chamado por todos, era um profundo conhecedor e apreciador moderado da cachaça de qualidade e é figura saudosa nas rodas de uma boa prosa. A produção da Cachaça Chico Valim iniciou em julho de 2010 tendo envolvidos no seu processo profissionais especializados com distintas funções, a saber: corte da cana, operador de caldeira, mestre alambiqueiro, engenho e armazenagem. Contamos também com o acompanhamento de um Engenheiro Químico na análise periódica de toda a nossa produção. Além da cana-de-açúcar para a fabricação da Cachaça Chico Valim a Fazenda Brejo Alegre produz café de qualidade e envolve-se na criação de gado de corte da raça Nelore e cavalos Mangalarga Marchador. No futuro, com vistas à diversificação da nossa matéria-prima temos como objetivo a fabricação de outros derivados da cana-de-açúcar, como a rapadura e o açúcar mascavo. Conhecer a Fazenda Brejo Alegre é uma volta ao passado, com todos os sentimentos bons despertados em fazer parte da história do Brasil.",Minas Gerais,1 Ano,40% Vol.,Chico Valim,Inox,Cachaça,Não,Não,700 ml,"R$72,95"
